1.000000000000000048e-04 1.755958970390280456e+02
1.097498765493055609e-04 1.716781107334973342e+02
1.204503540258782343e-04 1.676669726386815853e+02
1.321941148466028784e-04 1.635649242772987009e+02
1.450828778495940057e-04 1.593781481985387813e+02
1.592282793341092296e-04 1.551045971154538563e+02
1.747528400007682938e-04 1.507429764460763408e+02
1.917910261672488628e-04 1.462970905407391911e+02
2.104904144512019808e-04 1.417691438645341577e+02
2.310129700083160510e-04 1.371647360663882580e+02
2.535364493970111472e-04 1.324960630551883014e+02
2.782559402207125773e-04 1.277681077437787565e+02
3.053855508833415791e-04 1.229846275586241262e+02
3.351602650938841099e-04 1.181569634512725315e+02
3.678379771828634167e-04 1.132946855841960598e+02
4.037017258596553842e-04 1.084084715629393827e+02
4.430621457583881957e-04 1.035183615311216698e+02
4.862601580065353422e-04 9.863842167024887431e+01
5.336699231206312212e-04 9.377647638809600039e+01
5.857020818056667437e-04 8.894954783547601096e+01
6.428073117284319269e-04 8.417271121860434846e+01
7.054802310718645249e-04 7.945550898761025849e+01
7.742636826811269846e-04 7.481704795914092188e+01
8.497534359086446505e-04 7.027488970237811827e+01
9.326033468832199040e-04 6.583637487697015445e+01
1.023531021899026913e-03 6.151716566050740909e+01
1.123324032978027624e-03 5.733328384959302326e+01
1.232846739442065853e-03 5.328886729590892202e+01
1.353047774579807646e-03 4.939456132447615033e+01
1.484968262254465028e-03 4.566306947886648970e+01
1.629750834620643553e-03 4.209574922354825333e+01
1.788649529057435026e-03 3.869869569098896989e+01
1.963040650040272575e-03 3.548082171413942376e+01
2.154434690031884272e-03 3.243914933405674361e+01
2.364489412645406994e-03 2.957275764883952007e+01
2.595024211399737154e-03 2.688441675886131321e+01
2.848035868435802066e-03 2.437028853984123700e+01
3.125715849688235400e-03 2.202808209548807739e+01
3.430469286314919049e-03 1.985876021434307148e+01
3.764935806792471442e-03 1.785559880553574175e+01
4.132012400115338442e-03 1.601066174849925972e+01
4.534878508128581745e-03 1.431857349630069365e+01
4.977023564332113716e-03 1.277144480170293583e+01
5.462277217684342531e-03 1.136104663158061889e+01
5.994842503189408769e-03 1.008102536745055211e+01
6.579332246575681983e-03 8.923349210880804350e+00
7.220809018385471005e-03 7.879089128701511235e+00
7.924828983539177266e-03 6.940402409369676562e+00
8.697490026177834635e-03 6.099223277003958721e+00
9.545484566618347641e-03 5.347194663114782642e+00
1.047615752789665157e-02 4.676490156631848194e+00
1.149756995397736847e-02 4.079890199226491099e+00
1.261856883066021090e-02 3.550709653136464805e+00
1.384886371393873224e-02 3.082555576471012859e+00
1.519911082952934631e-02 2.669476393703636319e+00
1.668100537200059227e-02 2.305984933588831609e+00
1.830738280295369710e-02 1.986669137688696463e+00
2.009233002565048026e-02 1.706613896941606034e+00
2.205130739903045714e-02 1.461792790963907462e+00
2.420128264794383505e-02 1.248256984248395929e+00
2.656087782946686682e-02 1.062348818798046102e+00
2.915053062825178828e-02 9.011566483759160251e-01
3.199267137797384697e-02 7.618359778825235518e-01
3.511191734215134835e-02 6.416779358542630263e-01
3.853528593710531247e-02 5.385386019662454782e-01
4.229242874389498724e-02 4.503247360837117630e-01
4.641588833612782239e-02 3.749987503517465681e-01
5.094138014816380206e-02 3.110173961280369159e-01
5.590810182512228471e-02 2.569050421234982395e-01
6.135907273413175600e-02 2.111883508420314137e-01
6.734150657750828661e-02 1.727850537272687115e-01
7.390722033525783108e-02 1.406998795154938142e-01
8.111308307896872294e-02 1.139149157286710318e-01
8.902150854450392725e-02 9.169464371213113807e-02
9.770099572992256565e-02 7.340057135845216851e-02
1.072267222010324234e-01 5.836492623262529156e-02
1.176811952434999031e-01 4.609252497449323194e-02
1.291549665014883885e-01 3.617178572097336925e-02
1.417474162926806169e-01 2.816419821908257293e-02
1.555676143930472266e-01 2.174532859950031871e-02
1.707352647470692097e-01 1.666770102183467994e-02
1.873817422860384885e-01 1.266396467620304993e-02
2.056512308348653617e-01 9.529199293940093102e-03
2.257019719633921451e-01 7.117657738389877344e-03
2.477076355991711387e-01 5.270600394030294789e-03
2.718588242732942750e-01 3.864483645772090904e-03
2.983647240283340274e-01 2.823347572332180269e-03
3.274549162877731789e-01 2.064526136552573624e-03
3.593813663804629188e-01 1.485708341343655462e-03
3.944206059437659895e-01 1.060244296001680098e-03
4.328761281083061685e-01 7.775141034760187520e-04
4.750810162102798162e-01 5.806630624495335343e-04
5.214008287999689628e-01 4.477759112402116253e-04
5.722367659350220404e-01 3.629799952747866671e-04
6.280291441834259247e-01 2.764100598713758062e-04
6.892612104349702395e-01 2.595952109541074782e-04
7.564633275546290836e-01 2.219187893946012390e-04
8.302175681319752254e-01 2.895152670913556060e-04
9.111627561154895805e-01 2.675586748621047186e-04
1.000000000000000000e+00 5.981016334598591912e-04
