x, y
0.9933082308224179, 2.1577862974065363e-24
1.7278577595550662, 2.201357102428862e-24
3.163320731092989, 2.0617048998539202e-24
4.998928777691942, 2.0921878698801545e-24
7.69166316946476, 2.0921878698801545e-24
13.50375600355793, 2.085052694816159e-24
19.788927139261908, 2.2594886175589044e-24
28.341973911922036, 2.456586015831729e-24
38.165012220077436, 3.797249948928673e-24
52.0882772870543, 7.340112058865093e-24
76.72434635720946, 1.3964086189180488e-23
97.65345583964834, 2.213246523120677e-23
0.9879302612631771, 4.74439491694881e-31
0.9879302612631771, 4.74439491694881e-31
0.0685199706407018, 1.89985774070219e-26
0.08163605505345387, 3.8831793496980834e-26
0.09153157787462815, 8.172354928259179e-26
0.11020951013820042, 8.898738300270084e-26
0.1413946534697843, 3.826117674968264e-26
0.19855976488179028, 1.7011785878569586e-26
0.2785253584281594, 2.389104627252872e-26
0.33037907881905454, 2.815172810252325e-26
0.4298630843390333, 2.523965314839424e-26
0.5065909952151801, 2.550288226405758e-26
0.6322113716108256, 4.362006567718355e-26
0.7632701557221042, 6.055028550763288e-26
0.9754781297120407, 8.525119059451824e-26
1.0628126074997108, 1.2259177327782757e-25
1.2796901305654722, 1.2864627059449788e-25
1.452533746926235, 7.645196910576501e-26
1.6861146998434557, 9.279334247426598e-26
2.1252538583993936, 6.844828180806845e-26
2.473908439296163, 9.700725110720321e-26
3.0975671858281197, 1.9486885907501035e-25
3.73780261214276, 2.1611821823096965e-25
4.664672958171231, 2.8135958205967646e-25
5.850398763784904, 2.9183824315228974e-25
6.2932039659098695, 1.9735013253108e-25
7.374476606885461, 2.634436982935443e-25
8.283911236291264, 2.5372760733124117e-25
11.406861049189526, 9.203997276472699e-25
15.6546209173616, 2.8633615075686144e-24
18.188633374817822, 3.450858379587246e-24
18.444194602887706, 9.086633295872148e-24
21.673598094319598, 1.129722053181426e-23
24.163065668989407, 1.7588992141594127e-23
